SALES_CHANNEL,TOTAL_PRICE,FINAL_RESULT,HOUR_OF_DAY,ACTIVE_WATCH_DURATION_MINS,ORDER_HOLD_DURATION_MINS,ACCOUNT_OPEN_TO_ORDER_MINS,CASECLOSE_TO_ORDERCLOSE_MINS,CASEOPEN_TO_CASECLOSE_MINS,Risk Label
TELESALES,0.0,GREEN,19,19.511607066635072,36.8472312529113,373835.12,4591.62403938334,4040.2939254951734,Good
RETAIL,1089.84,GREEN,20,19.511607066635072,20.25,2.22,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,19,19.511607066635072,36.8472312529113,9.85,4591.62403938334,4040.2939254951734,Good
RETAIL,855.92,GREEN,19,19.9,21.37,1.33,4591.62403938334,4040.2939254951734,Good
TELESALES,538.92,GREEN,0,19.72,21.45,3.22,4591.62403938334,4040.2939254951734,Good
TELESALES,603.96,GREEN,13,19.511607066635072,9.8,2.68,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,22,19.511607066635072,36.8472312529113,9.22,4591.62403938334,4040.2939254951734,Good
RETAIL,651.36,GREEN,18,19.511607066635072,15.97,75.67,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,2,19.511607066635072,36.8472312529113,1709.87,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,1,19.511607066635072,36.8472312529113,288101.42,4591.62403938334,4040.2939254951734,Good
TELESALES,1035.18,GREEN,13,19.511607066635072,15.58,2.58,4591.62403938334,4040.2939254951734,Good
TELESALES,653.16,GREEN,21,19.511607066635072,15.27,114128.97,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,3,19.511607066635072,36.8472312529113,1133683.0,4591.62403938334,4040.2939254951734,Good
ONLINE,541.17,GREEN,14,19.511607066635072,14.7,54.52,4591.62403938334,4040.2939254951734,Good
ONLINE,1082.34,GREEN,1,19.55,25.58,8.55,4591.62403938334,4040.2939254951734,Good
TELESALES,260.76,GREEN,0,19.511607066635072,18.42,8.92,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,22,19.511607066635072,36.8472312529113,2.02,4591.62403938334,4040.2939254951734,Good
RETAIL,738.05,GREEN,14,19.511607066635072,9.33,10.53,4591.62403938334,4040.2939254951734,Good
TELESALES,1014.8,GREEN,18,19.511607066635072,19.13,5.68,4591.62403938334,4040.2939254951734,Good
ONLINE,635.76,GREEN,18,19.511607066635072,15.77,8964.22,4591.62403938334,4040.2939254951734,Good
TELESALES,252.71,GREEN,15,19.511607066635072,16.78,31.0,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,21,20.02,50.28,968793.42,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,14,19.511607066635072,36.8472312529113,1117.45,4591.62403938334,4040.2939254951734,Good
TELESALES,128.69,GREEN,19,14.63,16.25,7.53,4591.62403938334,4040.2939254951734,Good
TELESALES,972.66,GREEN,17,19.511607066635072,18.08,8.45,4591.62403938334,4040.2939254951734,Good
TELESALES,127.56,GREEN,17,13.97,15.87,5.35,4591.62403938334,4040.2939254951734,Good
TELESALES,256.56,GREEN,14,20.87,22.77,1231.2,4591.62403938334,4040.2939254951734,Collections
TELESALES,374.42,GREEN,20,16.68,78.28,30356.53,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,23,25.17,240.03,1045.7,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,23,23.32,60.75,129.27,4591.62403938334,4040.2939254951734,Good
ONLINE,531.17,GREEN,16,19.511607066635072,16.33,143488.6,4591.62403938334,4040.2939254951734,Good
RETAIL,1598.9,GREEN,15,19.511607066635072,11.55,3.03,4591.62403938334,4040.2939254951734,Good
TELESALES,967.26,GREEN,23,19.511607066635072,14.8,4.73,4591.62403938334,4040.2939254951734,Good
RETAIL,349.92,GREEN,19,19.511607066635072,12.18,735319.18,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,14,24.12,103.73,5.45,4591.62403938334,4040.2939254951734,Good
ONLINE,249.35,YELLOW,15,19.511607066635072,24.25,9967.52,954.62,3365.2,Good
ONLINE,826.62,GREEN,22,19.511607066635072,18.23,1396.08,4591.62403938334,4040.2939254951734,Good
ONLINE,953.76,GREEN,17,19.511607066635072,11.02,263060.78,4591.62403938334,4040.2939254951734,Good
ONLINE,2888.52,YELLOW,0,18.9,20.33,1347.32,1887.7,3781.55,Good
RETAIL,794.76,GREEN,21,20.87,22.12,4492.6,4591.62403938334,4040.2939254951734,Good
TELESALES,253.92,GREEN,18,19.511607066635072,10.9,1.33,4591.62403938334,4040.2939254951734,Good
ONLINE,1067.73,GREEN,16,19.511607066635072,19.17,1.55,4591.62403938334,4040.2939254951734,Good
ONLINE,21.93,GREEN,22,19.511607066635072,36.8472312529113,7165.2,4591.62403938334,4040.2939254951734,Good
ONLINE,131.99,GREEN,22,14.92,21.78,14697.88,4591.62403938334,4040.2939254951734,Good
RETAIL,1279.02,GREEN,17,16.17,18.92,3.43,4591.62403938334,4040.2939254951734,Good
RETAIL,799.45,GREEN,21,22.7,23.15,145331.07,4591.62403938334,4040.2939254951734,Good
ONLINE,254.16,GREEN,4,19.511607066635072,13.87,1125429.53,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,11,19.511607066635072,36.8472312529113,1257.87,4591.62403938334,4040.2939254951734,Good
ONLINE,813.51,GREEN,19,19.511607066635072,44.22,11637.28,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,15,19.511607066635072,20.27,10156.52,4591.62403938334,4040.2939254951734,Good
TELESALES,239.76,GREEN,18,19.28,20.85,4.95,4591.62403938334,4040.2939254951734,Good
ONLINE,802.26,GREEN,15,15.43,27.63,135257.88,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,1,19.511607066635072,12.68,7329.78,4591.62403938334,4040.2939254951734,Good
ONLINE,855.92,GREEN,16,19.511607066635072,19.75,745704.77,4591.62403938334,4040.2939254951734,Collections
ONLINE,0.0,GREEN,15,18.62,143.72,0.65,4591.62403938334,4040.2939254951734,Good
ONLINE,191.24,GREEN,19,19.511607066635072,16.05,716921.13,4591.62403938334,4040.2939254951734,Good
ONLINE,1328.04,GREEN,10,15.45,24.57,3.17,4591.62403938334,4040.2939254951734,Good
TELESALES,1324.92,GREEN,17,19.511607066635072,11.58,154357.77,4591.62403938334,4040.2939254951734,Good
ONLINE,947.46,YELLOW,15,19.511607066635072,13.88,425739.73,1332.75,1845.12,Good
ONLINE,0.0,GREEN,23,19.511607066635072,36.8472312529113,0.82,4591.62403938334,4040.2939254951734,Good
TELESALES,817.07,GREEN,17,19.511607066635072,15.0,77626.32,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,13,19.511607066635072,15.57,1387.68,4591.62403938334,4040.2939254951734,Good
ONLINE,1621.47,GREEN,1,17.02,20.83,1.72,4591.62403938334,4040.2939254951734,Good
ONLINE,1362.41,GREEN,2,19.511607066635072,11.43,154148.38,4591.62403938334,4040.2939254951734,Good
ONLINE,1182.42,YELLOW,13,22.02,23.53,7.87,398.9,4133.13,Good
TELESALES,971.76,YELLOW,22,19.511607066635072,14.38,881123.92,1607.67,2736.5,Good
TELESALES,42.6,GREEN,16,19.511607066635072,36.8472312529113,36.77,4591.62403938334,4040.2939254951734,Good
ONLINE,127.19,GREEN,18,19.511607066635072,32.78,490405.97,4591.62403938334,4040.2939254951734,Good
RETAIL,1214.97,GREEN,17,19.511607066635072,14.88,5.32,4591.62403938334,4040.2939254951734,Good
RETAIL,1324.92,GREEN,22,19.511607066635072,5.88,19.08,4591.62403938334,4040.2939254951734,Good
RETAIL,614.15,GREEN,22,19.511607066635072,14.4,359624.85,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,0,19.511607066635072,11.3,22.87,4591.62403938334,4040.2939254951734,Good
ONLINE,947.46,RED,9,19.511607066635072,15.7,190633.55,242.37,3434.0,Good
TELESALES,0.0,GREEN,21,19.511607066635072,36.8472312529113,56.73,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,22,19.22,37.6,13.68,4591.62403938334,4040.2939254951734,Good
TELESALES,253.92,YELLOW,21,19.511607066635072,20.05,44.73,1166.1,2952.82,Good
ONLINE,0.0,GREEN,21,19.511607066635072,36.8472312529113,43040.75,4591.62403938334,4040.2939254951734,Good
TELESALES,254.16,GREEN,17,22.25,23.57,10.97,4591.62403938334,4040.2939254951734,Good
RETAIL,377.03,GREEN,18,23.98,25.15,19.42,4591.62403938334,4040.2939254951734,Good
ONLINE,254.16,GREEN,22,19.511607066635072,20.18,934268.7,4591.62403938334,4040.2939254951734,Good
TELESALES,741.84,GREEN,13,22.1,28.3,36020.43,4591.62403938334,4040.2939254951734,Good
ONLINE,2194.68,GREEN,12,17.7,22.58,982.23,4591.62403938334,4040.2939254951734,Good
ONLINE,885.1,YELLOW,19,19.33,23.78,56053.7,1948.13,2723.88,Good
ONLINE,0.0,GREEN,23,19.511607066635072,36.8472312529113,894371.8,4591.62403938334,4040.2939254951734,Good
TELESALES,794.76,GREEN,17,19.511607066635072,38.13,18203.37,4591.62403938334,4040.2939254951734,Good
TELESALES,637.49,GREEN,16,19.511607066635072,22.25,77596.98,4591.62403938334,4040.2939254951734,Good
ONLINE,1062.34,YELLOW,16,19.511607066635072,15.85,777067.97,167.45,2814.88,Good
ONLINE,128.46,GREEN,4,19.511607066635072,12.3,308394.85,4591.62403938334,4040.2939254951734,Good
TELESALES,3073.44,YELLOW,22,19.511607066635072,10.38,40489.37,933.38,4461.03,Good
RETAIL,483.27,GREEN,18,24.05,24.65,3.68,4591.62403938334,4040.2939254951734,Good
ONLINE,1074.84,GREEN,15,22.48,24.73,226924.42,4591.62403938334,4040.2939254951734,Good
ONLINE,1089.84,GREEN,15,25.1,150.2,28.88,4591.62403938334,4040.2939254951734,Good
RETAIL,635.99,GREEN,14,19.511607066635072,7.28,142483.65,4591.62403938334,4040.2939254951734,Good
ONLINE,148.83,GREEN,2,19.511607066635072,5.32,742225.25,4591.62403938334,4040.2939254951734,Good
TELESALES,802.26,YELLOW,0,19.511607066635072,11.83,201457.17,1329.18,4221.27,Good
ONLINE,42.75,GREEN,22,22.8,29.3,46629.02,4591.62403938334,4040.2939254951734,Good
ONLINE,127.26,GREEN,21,25.65,88.42,748970.57,4591.62403938334,4040.2939254951734,Good
RETAIL,635.76,GREEN,16,19.65,21.33,285212.42,4591.62403938334,4040.2939254951734,Good
RETAIL,2214.18,YELLOW,16,18.15,19.8,8570.18,2456.07,3237.98,Good
TELESALES,617.87,GREEN,22,18.05,20.8,7.8,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,20,22.5,117.07,54757.02,4591.62403938334,4040.2939254951734,Good
TELESALES,477.88,RED,23,19.511607066635072,19.48,326099.47,3079.58,2732.8,Good
ONLINE,0.0,GREEN,23,19.511607066635072,12.4,0.7,4591.62403938334,4040.2939254951734,Good
TELESALES,2712.46,RED,22,19.511607066635072,11.15,10152.47,503.63,3709.43,Good
TELESALES,802.26,GREEN,15,20.87,24.27,104843.45,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,19,19.511607066635072,12.15,132682.53,4591.62403938334,4040.2939254951734,Good
TELESALES,757.59,GREEN,20,19.511607066635072,12.5,3.95,4591.62403938334,4040.2939254951734,Good
RETAIL,647.23,GREEN,19,21.3,23.98,19.68,4591.62403938334,4040.2939254951734,Good
TELESALES,127.63,GREEN,20,23.02,25.85,633658.02,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,18,22.33,147.08,11.12,4591.62403938334,4040.2939254951734,Good
TELESALES,858.49,GREEN,1,23.27,28.98,282526.13,4591.62403938334,4040.2939254951734,Good
ONLINE,1218.84,YELLOW,21,20.47,20.1,558253.18,4397.12,2521.55,Good
ONLINE,1201.67,GREEN,20,22.22,38.25,136829.7,4591.62403938334,4040.2939254951734,Good
ONLINE,802.26,GREEN,2,14.48,15.75,3066.1,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,5,19.511607066635072,36.8472312529113,152497.93,4591.62403938334,4040.2939254951734,Good
ONLINE,481.26,GREEN,17,19.9,62.0,1.9,4591.62403938334,4040.2939254951734,Good
ONLINE,481.26,GREEN,15,23.43,28.77,12.22,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,16,19.511607066635072,37.82,1155.13,4591.62403938334,4040.2939254951734,Good
RETAIL,989.76,GREEN,1,19.511607066635072,18.37,119833.72,4591.62403938334,4040.2939254951734,Good
TELESALES,31.75,GREEN,14,19.511607066635072,179.62,843903.35,4591.62403938334,4040.2939254951734,Good
RETAIL,126.96,GREEN,18,20.55,60.2,4.55,4591.62403938334,4040.2939254951734,Good
RETAIL,641.76,GREEN,18,19.511607066635072,18.52,7.15,4591.62403938334,4040.2939254951734,Good
TELESALES,239.76,YELLOW,14,19.511607066635072,5.93,548804.63,1787.65,1647.85,Good
TELESALES,131.76,GREEN,18,20.6,22.22,29508.6,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,18,19.511607066635072,45.17,426151.15,4591.62403938334,4040.2939254951734,Good
RETAIL,1715.84,GREEN,22,19.511607066635072,6.9,128490.92,4591.62403938334,4040.2939254951734,Good
TELESALES,256.32,GREEN,21,19.87,20.32,67.55,4591.62403938334,4040.2939254951734,Good
TELESALES,252.72,GREEN,15,19.511607066635072,16.73,5.4,4591.62403938334,4040.2939254951734,Good
TELESALES,476.76,GREEN,21,23.68,25.17,3.83,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,21,19.511607066635072,36.8472312529113,60.97,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,17,16.72,20.42,21.0,4591.62403938334,4040.2939254951734,Good
RETAIL,127.71,GREEN,16,19.65,23.1,2.42,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,0,19.511607066635072,14.58,423.32,4591.62403938334,4040.2939254951734,Good
ONLINE,1197.82,GREEN,5,19.511607066635072,15.1,18741.97,4591.62403938334,4040.2939254951734,Good
TELESALES,2567.76,RED,16,19.511607066635072,16.4,10180.32,1185.17,3185.77,Good
TELESALES,1069.84,GREEN,21,18.18,19.7,9.22,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,1,19.511607066635072,36.8472312529113,59648.95,4591.62403938334,4040.2939254951734,Good
RETAIL,256.86,GREEN,20,19.511607066635072,14.65,2.9,4591.62403938334,4040.2939254951734,Good
TELESALES,1059.84,GREEN,15,19.22,34.23,10084.33,4591.62403938334,4040.2939254951734,Good
ONLINE,119.76,GREEN,17,15.1,16.87,847467.48,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,18,22.55,24.2,50410.15,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,17,19.511607066635072,5.43,10763.87,4591.62403938334,4040.2939254951734,Good
TELESALES,1165.92,GREEN,23,19.511607066635072,11.68,178892.18,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,15,22.88,25.07,22967.53,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,18,17.0,21.57,232887.0,4591.62403938334,4040.2939254951734,Good
RETAIL,1307.52,GREEN,20,14.17,95.43,31879.13,4591.62403938334,4040.2939254951734,Good
ONLINE,1088.02,GREEN,4,19.511607066635072,19.9,222.55,4591.62403938334,4040.2939254951734,Good
TELESALES,1970.52,GREEN,20,19.6,59.0,9.7,4591.62403938334,4040.2939254951734,Good
RETAIL,1283.52,GREEN,16,19.511607066635072,13.75,6.98,4591.62403938334,4040.2939254951734,Good
TELESALES,847.12,GREEN,14,19.511607066635072,18.57,353886.05,4591.62403938334,4040.2939254951734,Good
ONLINE,473.61,GREEN,20,19.511607066635072,6.3,226392.65,4591.62403938334,4040.2939254951734,Good
RETAIL,652.26,YELLOW,18,16.17,17.52,17.22,2716.38,3115.95,Good
TELESALES,649.26,GREEN,18,19.511607066635072,12.28,2.85,4591.62403938334,4040.2939254951734,Good
ONLINE,128.16,GREEN,13,15.87,50.43,0.55,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,15,19.511607066635072,17.67,11006.12,4591.62403938334,4040.2939254951734,Good
RETAIL,815.9,GREEN,0,19.511607066635072,9.75,7.03,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,3,22.6,99.25,201396.5,4591.62403938334,4040.2939254951734,Good
TELESALES,1169.52,GREEN,15,19.511607066635072,10.58,22.33,4591.62403938334,4040.2939254951734,Good
TELESALES,660.96,GREEN,23,19.511607066635072,182.5,590048.77,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,4,19.511607066635072,19.23,2028.98,4591.62403938334,4040.2939254951734,Good
TELESALES,826.56,GREEN,11,25.0,25.27,615648.47,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,16,18.1,163.1,15.72,4591.62403938334,4040.2939254951734,Good
ONLINE,1001.01,GREEN,21,19.511607066635072,14.1,1060861.02,4591.62403938334,4040.2939254951734,Good
ONLINE,1699.84,GREEN,19,18.75,20.65,2.05,4591.62403938334,4040.2939254951734,Good
ONLINE,1338.98,GREEN,22,17.2,52.85,342732.25,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,1,17.02,42.17,6488.73,4591.62403938334,4040.2939254951734,Good
TELESALES,260.68,YELLOW,19,19.511607066635072,19.68,42.63,1572.07,2830.15,Good
TELESALES,797.38,GREEN,18,19.511607066635072,19.27,5.42,4591.62403938334,4040.2939254951734,Good
TELESALES,513.12,GREEN,18,23.1,24.52,1297.35,4591.62403938334,4040.2939254951734,Good
TELESALES,748.84,GREEN,18,19.511607066635072,16.02,30.12,4591.62403938334,4040.2939254951734,Good
ONLINE,663.11,GREEN,6,13.72,15.57,163375.22,4591.62403938334,4040.2939254951734,Good
ONLINE,1052.84,GREEN,18,19.28,16.05,1.07,4591.62403938334,4040.2939254951734,Good
ONLINE,749.76,GREEN,19,19.511607066635072,16.02,318160.65,4591.62403938334,4040.2939254951734,Good
RETAIL,127.26,GREEN,14,13.98,37.95,980197.83,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,17,19.511607066635072,6.85,20180.95,4591.62403938334,4040.2939254951734,Good
TELESALES,481.26,GREEN,18,22.3,25.13,8442.3,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,14,19.511607066635072,10.9,1.23,4591.62403938334,4040.2939254951734,Good
ONLINE,370.99,GREEN,14,19.511607066635072,11.67,5368.65,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,18,16.63,17.9,201760.32,4591.62403938334,4040.2939254951734,Good
TELESALES,126.96,GREEN,16,13.32,15.45,416252.17,4591.62403938334,4040.2939254951734,Good
ONLINE,374.42,GREEN,1,20.43,26.62,233364.4,4591.62403938334,4040.2939254951734,Good
TELESALES,101.55,RED,20,20.5,22.55,47932.77,4591.62403938334,4040.2939254951734,Fraud
TELESALES,953.76,GREEN,18,22.75,114.93,3.02,4591.62403938334,4040.2939254951734,Good
ONLINE,847.92,GREEN,2,24.37,34.23,1.32,4591.62403938334,4040.2939254951734,Good
ONLINE,126.15,GREEN,14,19.82,20.25,1.35,4591.62403938334,4040.2939254951734,Good
ONLINE,1212.67,GREEN,13,19.511607066635072,13.28,4287.55,4591.62403938334,4040.2939254951734,Good
ONLINE,494.75,GREEN,22,19.511607066635072,5.8,578816.22,4591.62403938334,4040.2939254951734,Good
TELESALES,2284.94,RED,21,19.511607066635072,18.03,17245.33,1563.5,4144.27,Good
ONLINE,741.84,GREEN,4,20.37,20.92,2.7,4591.62403938334,4040.2939254951734,Good
RETAIL,971.76,GREEN,19,19.511607066635072,12.15,324874.83,4591.62403938334,4040.2939254951734,Good
RETAIL,759.34,GREEN,23,24.53,99.75,57565.77,4591.62403938334,4040.2939254951734,Good
TELESALES,794.76,GREEN,15,17.32,181.85,208859.7,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,20,19.511607066635072,12.2,1804.13,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,21,19.511607066635072,36.8472312529113,14596.8,4591.62403938334,4040.2939254951734,Good
ONLINE,809.94,GREEN,13,19.511607066635072,16.83,617637.25,4591.62403938334,4040.2939254951734,Good
TELESALES,131.16,GREEN,19,19.511607066635072,11.0,1.2,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,20,21.9,107.45,2395.87,4591.62403938334,4040.2939254951734,Good
TELESALES,129.06,GREEN,22,16.87,106.5,1.65,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,13,17.78,20.0,35376.83,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,16,18.25,62.63,0.48,4591.62403938334,4040.2939254951734,Good
RETAIL,1165.92,GREEN,22,19.511607066635072,14.22,81.58,4591.62403938334,4040.2939254951734,Good
RETAIL,1187.92,GREEN,21,19.511607066635072,14.78,415693.68,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,2,13.98,16.17,2.62,4591.62403938334,4040.2939254951734,Good
ONLINE,844.39,GREEN,16,19.511607066635072,7.65,54858.53,4591.62403938334,4040.2939254951734,Good
ONLINE,127.19,GREEN,2,19.511607066635072,7.62,475128.67,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,20,23.8,22.28,18.95,4591.62403938334,4040.2939254951734,Good
ONLINE,1212.67,GREEN,1,14.87,47.07,108085.8,4591.62403938334,4040.2939254951734,Good
ONLINE,484.63,GREEN,9,19.511607066635072,16.13,2751.27,4591.62403938334,4040.2939254951734,Collections
ONLINE,254.16,GREEN,20,22.95,28.73,2743.85,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,20,19.511607066635072,16.83,0.95,4591.62403938334,4040.2939254951734,Good
ONLINE,126.96,GREEN,11,17.78,94.73,90427.38,4591.62403938334,4040.2939254951734,Good
ONLINE,1165.92,YELLOW,18,23.38,29.58,131355.75,595.58,4073.3,Good
RETAIL,799.45,GREEN,19,25.6,105.65,9.12,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,23,19.511607066635072,36.8472312529113,7.82,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,23,19.511607066635072,18.45,25046.62,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,0,20.23,22.37,4.03,4591.62403938334,4040.2939254951734,Good
ONLINE,979.11,GREEN,23,19.511607066635072,43.82,104985.65,4591.62403938334,4040.2939254951734,Good
ONLINE,1324.92,GREEN,14,19.511607066635072,20.3,0.72,4591.62403938334,4040.2939254951734,Good
ONLINE,857.99,GREEN,5,19.23,21.1,214.65,4591.62403938334,4040.2939254951734,Good
ONLINE,1324.92,GREEN,22,21.98,23.3,15.57,4591.62403938334,4040.2939254951734,Good
RETAIL,1294.0,GREEN,20,19.511607066635072,15.27,882592.97,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,22,19.511607066635072,36.8472312529113,483424.72,4591.62403938334,4040.2939254951734,Good
RETAIL,1932.29,YELLOW,16,23.23,23.88,14.52,4217.35,1588.18,Good
TELESALES,0.0,GREEN,18,20.6,21.07,3.08,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,2,20.78,36.4,9.0,4591.62403938334,4040.2939254951734,Good
ONLINE,762.72,RED,14,19.511607066635072,13.58,857282.6,1714.7,2759.5,Collections
ONLINE,261.96,GREEN,23,19.511607066635072,17.03,837006.23,4591.62403938334,4040.2939254951734,Good
ONLINE,239.76,RED,5,19.511607066635072,18.98,52511.93,2131.48,6480.02,Fraud
ONLINE,0.0,GREEN,21,19.511607066635072,8.53,7710.02,4591.62403938334,4040.2939254951734,Good
ONLINE,43.47,GREEN,0,19.511607066635072,17.18,1054462.52,4591.62403938334,4040.2939254951734,Good
ONLINE,635.76,GREEN,18,19.511607066635072,8.92,485460.53,4591.62403938334,4040.2939254951734,Good
TELESALES,838.45,GREEN,15,13.87,15.73,28.52,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,23,15.6,80.6,1.78,4591.62403938334,4040.2939254951734,Good
ONLINE,855.92,GREEN,22,19.98,40.82,65.85,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,2,19.511607066635072,13.4,1803.95,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,19,19.511607066635072,12.85,7.58,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,14,17.12,62.45,45975.82,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,2,19.511607066635072,36.8472312529113,123.3,4591.62403938334,4040.2939254951734,Good
ONLINE,1226.03,GREEN,16,16.68,82.53,173525.48,4591.62403938334,4040.2939254951734,Good
ONLINE,1361.17,GREEN,13,19.511607066635072,11.05,35486.03,4591.62403938334,4040.2939254951734,Good
ONLINE,847.92,GREEN,22,19.511607066635072,185.6,446.18,4591.62403938334,4040.2939254951734,Good
TELESALES,128.16,GREEN,19,21.7,95.67,3112.55,4591.62403938334,4040.2939254951734,Good
RETAIL,449.76,GREEN,21,19.511607066635072,9.82,18.32,4591.62403938334,4040.2939254951734,Good
ONLINE,264.36,GREEN,13,19.511607066635072,22.32,1020766.55,4591.62403938334,4040.2939254951734,Good
RETAIL,256.32,GREEN,15,21.72,38.53,37.07,4591.62403938334,4040.2939254951734,Good
RETAIL,611.8,GREEN,17,19.511607066635072,10.13,24.3,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,17,21.57,28.32,38.73,4591.62403938334,4040.2939254951734,Good
TELESALES,748.84,GREEN,17,19.511607066635072,18.58,5.03,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,20,19.511607066635072,36.8472312529113,17.17,4591.62403938334,4040.2939254951734,Good
RETAIL,486.88,GREEN,1,16.15,17.77,8.78,4591.62403938334,4040.2939254951734,Good
TELESALES,1444.02,GREEN,21,24.43,45.18,30089.8,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,16,19.511607066635072,36.8472312529113,12.3,4591.62403938334,4040.2939254951734,Good
ONLINE,989.76,GREEN,14,14.07,16.43,5.4,4591.62403938334,4040.2939254951734,Good
ONLINE,817.25,GREEN,4,19.511607066635072,10.42,747398.03,4591.62403938334,4040.2939254951734,Collections
TELESALES,626.76,GREEN,1,19.511607066635072,15.33,1075742.35,4591.62403938334,4040.2939254951734,Good
ONLINE,31.75,GREEN,16,18.3,163.38,0.03,4591.62403938334,4040.2939254951734,Good
TELESALES,0.0,GREEN,15,23.98,28.02,21.37,4591.62403938334,4040.2939254951734,Good
ONLINE,1658.18,GREEN,2,19.511607066635072,17.78,1403.55,4591.62403938334,4040.2939254951734,Good
RETAIL,853.59,GREEN,21,19.511607066635072,192.07,907096.93,4591.62403938334,4040.2939254951734,Good
ONLINE,748.84,GREEN,23,13.78,16.38,1.07,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,0,19.511607066635072,36.8472312529113,2.45,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,2,19.511607066635072,12.63,4277.23,4591.62403938334,4040.2939254951734,Good
RETAIL,741.84,GREEN,22,19.511607066635072,10.18,31743.42,4591.62403938334,4040.2939254951734,Good
ONLINE,641.76,GREEN,9,13.6,15.88,613649.07,4591.62403938334,4040.2939254951734,Good
ONLINE,0.0,GREEN,13,19.511607066635072,16.5,480535.73,4591.62403938334,4040.2939254951734,Good
TELESALES,252.48,GREEN,16,19.511607066635072,13.25,128142.6,4591.62403938334,4040.2939254951734,Good
ONLINE,127.61,GREEN,7,18.67,20.83,27284.83,4591.62403938334,4040.2939254951734,Good
